Parameter,miu,be,sig,a,p,q,LogL,AIC,BIC
Estimate,0.51861509,0.960001603,0.099994656,0.572203284,2.999850363,24.21464155,-10004.96308,20021.92616,20062.82372
Estimate,0.710976779,0.959859519,0.156888657,0.543788489,2.999798283,24.07838893,-9988.00676,19988.01352,20028.91108
Estimate,0.665983125,0.962950986,0.112826324,0.540081822,2.999788256,23.89677988,-9993.573969,19999.14794,20040.0455
Estimate,0.614257782,0.960000687,0.125494089,0.576643243,2.999935875,23.9121367,-9996.359657,20004.71931,20045.61688
Estimate,0.670024086,0.964635551,0.099311492,0.51689527,2.997981859,23.89767387,-10005.11407,20022.22814,20063.1257
Estimate,0.673606324,0.967538572,0.105388828,0.536448997,2.988319728,23.98369321,-9997.160717,20006.32143,20047.219
Estimate,0.630161332,0.959929136,0.152851408,0.499978196,3.041495932,23.89909149,-10005.20451,20022.40901,20063.30657
Estimate,0.68785834,0.962011058,0.10055405,0.522897721,3.114342754,23.91459001,-10002.43442,20016.86884,20057.7664
Estimate,0.627871735,0.892181591,0.203740172,0.542286283,3.311139994,23.73296561,-9977.222126,19966.44425,20007.34181
Estimate,0.640905534,0.960843417,0.137080104,0.503583886,2.999990591,23.8995642,-10007.37899,20026.75799,20067.65555
Estimate,0.542584865,0.921089669,0.221641005,0.501547534,3.055775216,23.86998711,-10006.82136,20025.64272,20066.54028
Estimate,0.655968269,0.960036408,0.100476662,0.53032404,3.067725444,23.89887527,-10002.91891,20017.83782,20058.73538
Estimate,0.776052489,0.954662466,0.196859108,0.525938081,3.130040356,23.88195998,-10004.29318,20020.58636,20061.48392
Estimate,0.762849172,0.957808759,0.188403297,0.552362834,3.037138712,23.89818063,-9996.600167,20005.20033,20046.09789
Estimate,0.607299364,0.959992623,0.147675765,0.500189266,3.000061762,23.89923632,-10013.49959,20038.99917,20079.89673
Estimate,0.629522956,0.947508173,0.148140089,0.523604693,2.998969098,23.91246802,-9981.838663,19975.67733,20016.57489
Estimate,0.646252298,0.980522795,0.1225496,0.534676833,3.035602108,23.91605714,-10003.79281,20019.58563,20060.48319
Estimate,0.635483498,0.959955863,0.099997737,0.53899356,3.01046266,23.99580526,-9996.08915,20004.1783,20045.07586
Estimate,0.773425806,0.959820407,0.146231726,0.515671875,3.087626466,24.00456822,-9997.601047,20007.20209,20048.09966
Estimate,0.759211399,0.962818695,0.143689121,0.517328968,3.024211339,23.87979984,-9996.707552,20005.4151,20046.31267
Estimate,0.64045535,0.96004232,0.131255606,0.550428466,2.999847095,23.91119353,-9984.297241,19980.59448,20021.49204
Estimate,0.551468577,0.959711844,0.131315378,0.499355763,3.04385069,23.93852829,-10000.35155,20012.7031,20053.60066
Estimate,0.597728615,0.961982321,0.133023539,0.56654214,3.033196936,24.00137534,-9986.29869,19984.59738,20025.49494
Estimate,0.660137694,0.960862587,0.130353076,0.501029557,2.997146302,23.90339535,-10009.8856,20031.77119,20072.66876
Estimate,0.665643195,0.927460905,0.197312261,0.550134955,3.093399688,23.87810337,-9971.025287,19954.05057,19994.94813
Estimate,0.649578615,0.961844151,0.122613994,0.506473797,3.013917921,23.90461932,-10005.36133,20022.72266,20063.62022
Estimate,0.656063271,0.958172688,0.167185213,0.502221115,3.045012613,23.90032707,-10009.75475,20031.5095,20072.40707
Estimate,0.597142111,0.959740845,0.137992336,0.535920284,3.002555736,23.9145538,-9980.14921,19972.29842,20013.19598
Estimate,0.647586994,0.943088449,0.17263279,0.573024081,2.981431875,23.88598624,-9971.143053,19954.28611,19995.18367
Estimate,0.643348604,0.960637467,0.157906979,0.514877379,3.000273251,23.8993965,-10000.8386,20013.67721,20054.57477
Estimate,0.6520816,0.946757669,0.125930042,0.500734277,3.0095004,23.89317555,-10005.96845,20023.93691,20064.83447
Estimate,0.73706255,0.9599617,0.099835234,0.532819123,3.000051384,23.92809678,-10011.25632,20034.51263,20075.41019
Estimate,0.645662189,0.958159549,0.117316481,0.528430997,3.008391936,23.89516392,-9988.122653,19988.24531,20029.14287
Estimate,0.542310921,0.974462981,0.114559212,0.560826151,2.998185874,24.01177595,-9996.423609,20004.84722,20045.74478
Estimate,0.658193479,0.959883622,0.102738084,0.565885269,2.999834171,23.89848941,-10012.11307,20036.22613,20077.1237
Estimate,0.628821721,0.959965924,0.099998253,0.54211685,2.999951071,23.89956313,-10002.85059,20017.70117,20058.59873
Estimate,0.650389728,0.959979397,0.099998912,0.538502202,2.99997068,23.9090312,-10002.76882,20017.53763,20058.43519
Estimate,0.56891972,0.959048897,0.11159304,0.497798385,3.467083033,24.07395187,-9982.965796,19977.93159,20018.82915
